Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Class
4,4,0,4,1,2,954,70,1
5,4,1,5,1,1,2366,36,3
3,3,1,5,0,3,1042,27,1
4,4,0,4,1,4,359,32,1
3,5,0,1,1,5,1558,63,1
3,4,1,3,1,1,3653,49,3
3,4,1,3,1,4,2306,47,3
2,2,0,3,1,5,983,12,1
1,5,1,5,1,3,2003,37,3
4,4,0,2,1,2,528,47,1
1,1,0,2,1,1,1325,37,1
3,3,0,1,1,5,1620,60,2
2,1,0,3,1,1,2475,40,1
4,3,1,4,1,1,2446,47,3
3,4,0,5,1,5,1587,70,3
2,2,1,2,1,1,986,24,1
2,2,1,2,0,4,1416,54,3
2,3,1,2,1,1,1756,49,3
4,4,1,3,1,3,2288,11,3
3,3,1,3,1,2,372,38,1
1,3,0,3,1,5,2402,16,1
5,5,1,5,0,5,190,23,1
5,4,1,2,1,5,543,56,3
3,5,0,5,1,5,236,49,1
2,4,1,4,1,4,2657,36,3
3,3,0,2,1,5,1182,41,1
3,3,1,3,0,4,862,46,1
2,2,0,2,1,5,373,14,1
1,1,0,5,1,4,2072,16,1
1,4,1,5,1,5,201,56,3
4,4,0,2,1,1,594,12,1
3,2,0,2,1,3,2454,47,1
2,1,1,2,1,3,631,23,1
4,4,1,1,0,3,453,29,3
3,3,0,5,1,4,1105,8,1
4,4,1,1,0,4,558,34,1
2,2,1,2,1,3,3594,50,3
2,4,0,4,1,2,744,64,1
4,5,1,5,1,3,213,56,3
2,2,0,5,1,3,406,25,1
3,5,1,4,1,5,2628,45,3
3,3,1,1,0,4,408,40,3
2,5,1,5,1,3,2486,50,3
3,3,1,3,1,4,1111,18,2
5,2,1,3,0,5,714,25,1
3,3,1,4,1,3,2529,49,3
4,5,1,5,1,4,2155,55,3
1,4,0,1,1,2,748,59,1
4,4,1,3,1,4,3075,47,3
3,3,1,1,0,3,413,25,3
3,5,1,5,1,5,704,30,3
4,0,0,2,1,4,147,36,1
1,5,1,5,1,5,3919,49,3
3,3,0,3,1,3,987,37,1
3,3,0,3,1,5,239,10,1
2,2,0,4,1,3,300,16,1
3,5,0,3,1,4,758,54,1
1,1,1,3,0,5,793,42,3
4,4,1,5,0,3,304,41,1
1,1,0,4,1,5,1276,23,1
3,4,1,3,1,3,421,50,3
5,4,1,4,1,5,370,51,3
4,4,1,1,0,3,752,70,1
1,1,0,4,1,5,501,45,1
3,5,1,4,1,4,302,50,3
4,4,1,4,0,2,266,44,1
2,4,1,5,1,3,3401,42,3
2,4,1,5,1,3,581,41,3
2,2,0,1,1,3,458,58,1
3,3,0,2,1,4,577,8,1
2,2,1,2,1,3,1034,29,1
5,4,1,1,0,3,2586,24,3
3,3,1,3,1,2,1372,48,3
4,4,1,5,0,5,1018,22,1
4,4,1,4,1,5,1926,44,3
4,4,1,5,0,3,602,23,1
4,4,1,4,1,5,3951,33,3
3,3,0,3,1,3,668,25,1
2,2,0,2,1,1,1751,26,1
4,3,1,4,1,2,1428,42,3
5,5,1,5,1,1,67,38,1
1,4,0,2,1,4,984,53,1
3,5,1,4,1,5,3632,50,3
5,5,1,5,1,4,2435,43,3
2,2,0,2,1,3,980,39,1
2,2,1,2,0,1,1195,10,1
4,4,0,3,1,3,532,7,1
2,2,1,3,0,3,689,32,3
3,5,1,2,1,5,2055,45,3
4,4,0,4,1,3,719,14,1
4,5,1,5,1,4,125,60,3
1,5,1,4,1,3,1922,39,3
2,4,0,1,1,2,456,50,1
1,4,1,1,1,2,1276,67,2
4,4,1,5,1,4,191,53,3
1,1,1,1,1,4,721,27,3
5,5,0,2,1,5,347,18,1
5,5,0,3,1,3,230,9,1
4,3,1,1,0,3,1250,21,1
5,5,1,3,1,4,733,41,3
0,0,1,5,1,2,588,25,1
1,4,1,4,1,5,1521,23,3
3,3,1,3,0,3,1047,35,1
2,2,0,1,1,5,577,58,1
5,3,1,4,1,3,2218,56,3
2,2,0,1,1,3,937,31,1
2,2,0,4,1,2,733,55,1
2,2,0,5,1,4,408,34,1
1,4,0,2,1,3,920,62,1
2,2,1,1,0,4,386,33,1
1,1,1,1,1,3,308,59,1
2,2,1,2,1,4,2684,30,3
3,0,0,3,1,5,192,28,1
4,4,1,3,0,2,589,63,1
2,4,0,4,1,5,967,43,1
1,4,1,5,1,5,2855,36,3
4,4,1,4,1,2,259,30,1
5,5,1,5,1,3,1504,29,3
5,1,1,5,1,2,803,48,1
4,4,1,4,0,4,1199,25,1
5,3,1,1,0,3,2442,29,1
4,4,1,5,1,5,2330,39,3
1,1,0,5,1,2,406,54,1
2,4,1,5,1,3,669,42,3
1,3,1,1,1,4,458,66,3
4,4,1,4,0,1,588,30,2
1,1,1,2,0,4,844,27,1
1,2,1,4,1,4,2499,34,3
1,1,1,5,0,5,341,34,3
2,2,1,5,0,2,989,37,2
5,2,1,2,1,5,845,10,3
3,5,1,4,1,3,447,42,3
0,3,1,3,1,3,2981,24,3
3,3,1,1,0,3,888,23,1
3,5,1,5,1,4,2220,25,3
3,5,0,1,1,1,264,59,3
0,5,1,1,1,3,250,44,3
2,3,1,2,1,3,2972,45,3
3,3,1,3,0,4,813,36,1
5,4,1,3,1,4,1643,28,3
3,5,0,2,1,4,328,55,1
5,5,1,3,1,4,405,44,3
4,4,0,5,1,3,449,41,1
2,2,0,4,1,2,544,19,1
3,1,0,3,1,5,184,37,3
3,3,0,1,1,3,100,21,1
2,2,0,1,1,5,2378,11,1
1,1,1,1,0,1,1911,29,1
1,4,1,4,1,4,546,32,3
3,3,0,2,1,4,338,55,1
2,2,1,4,0,2,674,32,2
1,2,1,3,0,2,1477,35,1
3,3,1,4,1,5,402,70,3
5,5,1,5,1,5,946,40,3
2,2,1,2,1,3,2136,27,1
1,1,0,4,1,3,234,22,1
2,2,0,2,1,3,571,13,1
3,3,0,3,1,4,725,33,1
2,4,1,4,1,3,2183,57,3
3,5,1,4,1,3,2000,50,3
3,3,1,3,0,5,1306,21,1
5,4,1,4,1,4,669,47,3
1,1,0,1,1,2,1013,8,1
1,1,1,5,0,3,1404,28,1
1,5,1,4,1,4,3922,36,3
3,3,1,3,0,2,159,22,1
1,4,1,1,1,4,2521,34,3
1,2,0,2,1,2,1290,48,1
2,4,0,1,1,1,143,46,1
2,2,0,3,1,3,337,26,1
4,4,1,4,1,2,422,43,1
1,1,1,4,0,1,1262,45,1
5,4,1,4,1,4,841,54,3
3,3,1,5,0,1,237,25,1
1,4,1,5,1,4,1517,48,3
5,5,1,4,0,4,1096,42,3
4,4,0,1,1,4,685,15,1
5,5,1,4,1,5,854,46,3
1,2,1,4,0,3,2504,28,3
1,1,0,3,1,2,489,25,1
3,3,1,2,0,1,190,18,1
4,4,0,4,1,5,192,63,1
3,3,0,1,1,3,199,26,1
1,1,0,4,1,3,633,27,1
3,4,1,4,1,4,408,44,3
5,5,1,5,1,4,3560,37,3
4,5,0,3,1,4,986,69,1
1,1,0,2,1,3,859,28,1
1,4,1,4,1,3,3322,35,3
4,4,1,2,0,3,895,22,3
4,2,1,4,1,1,3778,48,3
2,5,1,3,1,3,1710,41,3
2,2,0,2,1,4,1258,9,1
1,4,1,2,1,4,3869,45,3
3,2,1,5,0,2,2762,27,3
1,1,0,5,1,3,376,8,2
1,1,1,1,1,4,3431,27,3
2,2,0,2,1,4,522,36,1
4,4,1,5,1,3,335,43,3
2,2,0,3,1,4,1076,34,1
1,4,1,4,1,5,460,50,3
3,3,0,3,1,1,405,24,1
2,2,0,4,1,5,1076,8,1
2,5,0,4,1,3,391,61,1
3,3,0,1,1,5,369,12,1
3,5,1,3,1,4,408,56,1
5,3,1,5,1,1,719,55,1
2,0,0,5,1,4,199,23,1
4,4,1,2,0,5,129,22,1
4,5,1,5,1,3,331,52,3
3,2,1,3,1,2,2198,43,3
5,1,1,5,1,5,666,68,2
1,4,0,5,1,1,806,38,3
2,2,0,5,1,3,528,44,1
2,5,1,4,1,4,2072,42,3
3,3,1,3,1,2,391,45,1
3,5,1,4,1,3,2218,56,3
1,1,0,5,1,4,1882,29,1
2,4,1,4,1,4,1440,22,3
3,3,1,1,0,2,617,25,1
5,3,1,4,1,3,589,36,3
3,2,1,3,1,3,3422,51,3
4,4,1,5,1,3,1056,54,3
3,4,1,4,1,3,2660,39,3
2,4,1,5,1,4,501,59,3
3,5,1,4,1,5,3007,50,3
1,1,1,1,0,5,447,22,1
4,4,0,4,1,4,1075,16,1
4,1,1,4,1,1,200,48,3
4,4,1,1,0,3,328,25,1
1,1,1,1,1,4,373,37,1
1,3,0,3,1,1,209,60,2
2,2,0,4,1,1,666,35,2
1,1,0,3,1,4,293,26,1
4,5,1,5,0,2,447,47,1
1,1,1,4,0,3,134,26,1
2,2,1,1,0,5,337,38,3
1,3,1,4,1,5,2586,47,3
3,3,1,2,0,2,266,49,3
2,2,1,4,0,2,184,23,1
3,4,1,5,1,3,2028,41,3
1,1,0,4,1,1,409,42,1
3,3,1,3,1,3,874,29,2
4,4,1,4,1,1,448,37,1
1,1,1,4,0,4,1205,28,3
3,3,1,3,1,4,102,60,2
2,2,1,1,0,4,646,52,1
4,4,0,3,1,3,606,46,1
3,5,1,4,1,5,3946,43,3
1,1,0,2,1,1,602,45,1
5,5,1,2,0,4,1124,25,3
0,0,1,3,0,3,1470,22,3
2,2,0,5,1,4,468,29,1
3,5,1,5,1,4,3396,41,3
4,4,0,5,1,5,119,14,1
3,3,1,3,1,3,1567,22,3
4,2,1,4,1,1,2161,42,1
3,3,1,3,1,3,733,33,3
2,2,1,2,1,5,308,36,2
4,4,0,5,1,4,283,53,1
3,5,1,4,1,3,3873,30,3
4,5,1,5,1,3,1539,55,3
4,4,0,3,1,4,296,47,1
3,3,0,5,1,1,541,20,1
3,3,1,2,0,4,1186,14,1
1,0,1,1,0,4,2248,34,3
3,3,1,5,0,2,349,38,1
2,2,0,4,1,5,331,49,1
2,2,0,3,1,4,157,52,1
4,3,1,5,0,3,1014,23,1
2,2,1,2,1,1,361,54,1
5,5,1,5,1,4,2583,28,1
5,4,1,4,1,4,1452,54,3
3,3,1,3,1,1,1934,31,3
2,4,1,5,1,4,603,52,3
2,2,0,2,1,4,1506,28,2
2,4,1,4,1,4,994,60,3
3,4,1,5,1,3,2041,53,3
3,0,0,2,1,4,135,16,1
4,4,0,5,1,3,228,36,1
2,2,0,3,1,3,308,44,1
2,4,1,3,1,4,759,55,3
1,1,1,4,1,2,1522,35,3
2,2,0,4,1,2,1747,41,1
2,2,0,3,1,3,1024,20,2
2,2,1,4,0,2,1121,20,3
1,5,1,5,1,4,1276,40,3
2,4,1,4,1,4,2585,35,3
2,4,1,4,1,3,2810,40,3
2,2,1,4,0,3,704,37,1
3,3,1,3,1,2,723,24,3
4,0,0,2,1,4,237,41,1
3,5,0,3,1,5,453,47,2
5,5,1,5,1,5,1299,46,3
4,5,1,4,1,1,1428,45,3
3,3,1,3,1,1,577,63,1
3,3,1,3,1,2,3869,18,3
1,1,0,4,1,4,2158,29,1
3,2,0,2,1,3,546,18,1
1,1,0,2,1,4,337,26,2
4,1,1,4,1,2,1471,46,1
5,5,1,5,1,4,433,72,1
4,5,1,5,1,4,3403,43,3
4,4,1,5,1,4,1964,54,3
2,4,1,5,1,4,3169,52,3
2,3,1,3,0,3,265,62,3
1,1,0,5,1,4,247,8,2
3,2,1,3,1,3,1846,43,1
3,5,1,4,1,5,3102,44,3
1,1,1,5,0,3,430,34,1
2,2,0,2,1,3,912,37,2
3,5,1,2,1,3,2182,45,3
5,5,1,3,1,5,600,25,3
1,1,1,5,0,2,216,57,2
1,2,0,1,1,3,925,16,1
4,2,1,5,1,1,3874,42,3
1,1,1,2,0,3,862,64,1
4,4,1,2,0,3,524,26,1
4,4,1,4,1,4,356,53,1
4,5,1,4,1,5,458,61,3
5,5,1,3,0,5,712,25,3
3,3,1,3,0,4,631,33,3
2,4,1,5,1,3,294,47,3
4,4,1,5,0,3,731,10,1
3,3,1,3,0,3,112,27,2
1,5,1,4,1,5,3854,49,3
2,2,0,5,1,3,229,12,1
2,4,1,4,1,4,3405,32,3
3,3,0,5,1,4,621,62,1
4,5,1,4,1,3,1033,50,3
4,2,1,4,1,1,3873,48,3
3,3,1,2,0,4,488,35,3
5,5,1,5,1,4,1534,36,3
4,4,0,2,1,5,156,32,1
1,5,0,2,1,4,563,65,1
2,1,1,5,1,3,888,51,3
2,3,1,4,1,5,3074,61,3
4,4,1,3,0,3,580,21,1
1,4,1,2,1,1,158,54,3
2,4,1,4,1,5,2637,46,3
4,2,1,4,1,2,315,49,2
1,5,1,5,1,3,406,47,3
4,4,1,4,1,3,1249,41,2
4,4,0,1,1,4,358,38,1
3,3,1,1,0,2,192,21,1
3,3,0,3,1,3,719,36,2
2,4,1,4,1,4,1587,45,3
2,2,0,2,1,4,377,55,1
3,4,1,4,1,3,1773,27,3
4,4,1,1,0,3,707,21,1
4,4,1,5,1,5,3343,52,3
5,5,1,5,1,4,542,49,3
3,3,1,3,1,3,346,36,1
4,5,1,2,1,5,1069,54,3
4,4,1,4,1,3,3843,36,3
3,5,0,3,1,4,411,48,1
0,0,1,4,0,5,479,26,3
2,5,1,5,1,2,2180,39,3
3,3,1,3,1,2,594,46,3
1,1,0,4,1,4,500,28,1
4,4,1,4,1,4,347,59,1
4,3,1,4,1,2,737,45,3
3,3,0,3,1,4,1576,7,1
2,2,0,4,1,1,919,22,1
1,4,1,4,1,3,2708,56,3
4,4,1,5,0,4,1138,24,3
1,2,0,3,1,3,429,30,1
1,4,0,1,1,4,2419,49,2
1,1,0,2,1,4,1733,22,1
2,2,1,1,0,3,305,48,1
3,3,0,4,1,3,1475,55,1
1,2,1,1,0,2,438,28,1
4,4,1,4,1,1,3252,31,3
3,4,1,4,1,4,3391,32,3
4,4,1,4,0,4,833,22,1
1,1,0,4,1,3,918,60,2
3,4,1,4,1,3,3459,24,3
2,4,1,3,1,4,2747,42,3
4,4,1,5,0,4,616,41,1
1,1,0,3,1,3,594,15,1
2,1,1,2,1,1,236,51,1
1,4,1,4,1,4,2481,44,3
3,3,0,5,1,5,612,35,2
3,1,1,2,0,1,1195,39,1
1,5,1,5,1,3,3553,58,3
3,1,0,3,1,2,2237,10,1
4,5,1,5,1,4,2521,29,3
5,5,0,3,1,2,544,59,3
3,3,0,3,1,3,3302,22,3
5,5,1,5,1,3,414,46,3
2,2,1,2,0,2,290,62,3
2,5,1,5,1,5,130,53,3
2,2,0,2,1,3,1276,47,1
3,3,1,5,0,5,867,48,2
4,4,1,5,1,5,231,42,3
5,5,1,4,1,2,1448,48,3
4,4,1,3,0,3,765,45,3
0,0,1,2,1,1,1400,34,2
4,4,1,5,1,5,1303,39,3
2,3,1,1,0,3,266,39,3
2,2,0,5,1,1,628,45,1
1,5,0,4,1,5,2419,66,2
5,5,0,1,1,2,370,41,1
2,2,0,5,1,3,908,48,1
2,2,1,4,0,4,1313,26,1
3,3,0,5,1,3,413,16,1
1,1,1,1,1,2,787,28,3
1,4,1,4,1,3,3327,39,3
2,1,0,4,1,3,1073,7,1
5,4,1,5,1,4,3252,55,3
2,2,0,3,1,3,503,62,1
1,5,0,4,1,5,895,63,1
2,1,1,2,1,1,427,56,1
1,4,0,1,1,1,502,61,1
4,4,0,2,1,5,1133,52,1
4,4,1,4,1,2,1817,30,3
3,5,1,5,1,2,1626,54,3
5,5,1,5,0,4,907,39,3
2,2,1,3,0,5,456,25,3
2,4,0,3,1,4,853,64,1
1,1,1,4,0,3,757,49,3
4,4,1,4,1,2,495,42,1
3,3,1,3,0,1,674,35,1
2,2,1,2,1,1,316,39,2
1,5,1,5,1,5,3878,50,3
3,4,1,4,1,2,77,50,3
3,3,0,3,1,3,628,22,1
3,2,0,5,1,2,1504,34,1
3,5,1,4,1,5,1547,48,3
4,4,1,4,1,5,3387,39,3
4,4,1,4,1,1,991,43,1
2,2,0,3,1,2,842,22,1
1,4,1,5,1,3,2475,51,3
2,3,1,1,0,4,368,34,1
5,5,1,5,0,3,1471,18,3
3,1,1,4,1,3,1620,38,3
4,5,0,5,1,4,432,35,1
2,2,0,2,1,1,341,11,3
1,1,1,1,1,3,73,40,1
0,4,1,3,1,5,1870,43,3
4,4,0,1,1,5,1062,41,1
4,4,1,5,1,4,1947,48,3
2,2,1,4,0,2,403,23,2
4,4,1,2,0,3,867,29,3
3,3,0,5,1,4,1010,33,1
3,4,1,3,1,1,936,56,1
2,2,0,5,1,4,240,17,2
2,2,0,1,1,5,2139,68,1
1,5,1,3,1,3,1045,44,3
5,5,1,5,1,2,1097,60,1
2,2,1,2,0,1,216,27,3
3,3,0,5,1,3,491,43,1
4,4,1,4,1,1,326,52,1
4,4,1,4,1,3,438,23,2
1,5,1,5,1,3,986,59,3
3,3,0,4,1,3,2306,25,1
3,3,1,5,0,2,866,22,1
1,4,1,3,1,4,1464,53,3
2,2,0,2,1,3,2777,23,1
1,5,1,4,1,5,2446,42,3
2,5,0,3,1,2,937,41,2
5,5,1,5,1,5,550,50,3
2,4,1,5,1,3,1587,59,3
1,1,0,5,1,4,431,33,2
2,4,1,2,1,1,1129,51,3
5,4,1,4,1,4,2833,30,3
4,3,1,1,1,3,299,74,2
5,5,1,5,1,3,1008,40,1
4,4,1,4,0,5,458,69,1
4,4,1,4,1,3,331,47,1
3,3,1,3,1,3,502,50,1
4,4,0,5,1,4,2133,12,1
3,3,1,3,1,2,2048,26,3
2,2,1,2,1,2,281,25,1
4,5,1,5,1,5,965,29,3
1,1,0,5,1,2,601,35,1
3,3,0,4,1,3,373,49,1
3,4,1,4,1,1,2446,46,1
1,1,0,5,1,3,372,43,1
3,3,1,3,0,4,500,22,1
2,2,0,3,1,4,458,69,1
5,5,0,4,1,1,999,27,1
1,1,1,3,0,3,590,34,1
2,1,1,2,1,1,1561,60,3
1,4,1,4,1,3,533,29,3
2,2,1,4,0,3,1189,17,1
2,2,1,5,0,1,125,59,1
1,1,0,5,1,4,1721,36,2
2,2,1,2,0,3,1184,26,3
3,3,0,5,1,4,152,38,1
4,4,1,4,0,1,338,39,3
4,4,1,4,1,3,463,48,1
3,5,1,5,1,4,2137,54,3
4,5,1,4,0,5,2585,34,3
4,4,1,4,1,3,853,52,1
3,4,1,1,0,4,803,28,1
4,3,0,5,1,1,773,42,1
1,1,0,5,1,4,1005,19,1
4,4,1,1,0,4,305,25,3
2,2,1,1,0,1,288,39,3
2,2,1,2,1,1,678,52,2
2,1,0,2,1,3,945,37,1
3,4,1,4,1,4,541,45,3
1,1,1,4,0,4,1357,20,1
5,4,1,4,1,5,583,44,3
2,4,1,2,1,2,925,56,1
3,5,0,4,1,5,3784,53,1
1,1,1,5,1,4,2395,69,3
0,0,1,4,1,5,925,25,2
2,3,1,2,1,1,214,72,3
2,2,1,2,1,4,491,48,1
2,2,0,5,1,4,1091,21,1
3,3,0,4,1,1,406,16,1
1,4,1,4,1,3,2928,48,3
4,4,1,4,1,5,1610,51,3
2,3,1,2,0,4,577,24,1
4,4,1,4,1,4,846,49,1
3,3,1,2,0,1,1416,20,1
4,4,1,4,0,4,143,38,3
1,5,1,4,1,2,2924,37,3
3,3,0,1,1,1,319,58,1
3,3,0,4,1,3,134,22,1
3,3,0,1,1,1,427,9,3
5,5,1,1,0,4,480,50,3
4,4,1,1,0,4,600,23,3
4,5,1,4,1,1,867,32,1
4,4,1,4,1,3,2542,55,3
2,4,0,2,1,2,663,63,1
1,3,1,4,1,4,1034,44,3
3,3,1,5,1,1,3337,39,3
2,4,1,2,1,3,281,47,2
4,4,1,5,1,4,2133,45,3
4,4,1,5,0,3,829,26,3
1,4,1,4,1,3,1773,58,3
1,0,0,2,1,5,761,24,1
3,3,0,4,1,4,675,12,1
1,2,1,5,1,1,2695,36,3
4,4,1,2,0,3,190,54,3
1,4,1,1,1,4,2716,48,3
5,4,1,4,1,4,1916,43,3
3,5,1,3,1,5,1903,43,3
2,2,1,2,1,1,1616,31,2
1,4,0,3,1,3,689,67,1
4,3,1,4,1,3,611,42,1
4,2,1,4,1,2,3294,53,3
5,4,0,2,1,4,2139,54,1
2,2,0,5,1,3,1535,54,1
3,3,0,5,1,3,422,67,1
4,3,1,3,1,4,3627,32,3
4,4,1,4,1,5,3929,50,3
2,3,1,2,1,3,1832,43,3
4,4,1,4,1,4,2866,32,3
1,1,1,2,0,1,351,27,1
2,2,1,2,1,3,1481,27,1
3,3,0,1,1,4,581,59,1
5,4,0,4,1,4,920,18,1
2,2,1,4,0,3,1249,22,1
2,3,1,2,1,1,1500,39,3
4,2,1,4,1,5,848,52,1
3,3,1,3,1,2,2531,38,3
3,4,1,4,1,2,589,29,3
1,1,1,1,1,4,1072,27,3
5,3,1,3,1,3,1024,28,3
2,5,0,3,1,3,643,66,1
0,0,0,2,1,2,140,38,1
3,3,0,1,1,3,1299,31,1
3,3,0,1,1,3,337,40,2
1,0,1,5,0,3,214,40,3
2,2,0,3,1,3,738,47,1
1,1,0,2,1,2,209,40,1
5,5,1,4,1,4,2615,42,3
4,4,1,1,0,1,305,49,2
3,3,0,4,1,1,948,59,1
1,1,0,5,1,1,733,24,1
2,5,1,5,1,3,3579,33,3
5,5,1,5,1,1,89,27,1
4,4,1,5,0,5,289,36,3
3,5,1,3,1,5,363,37,3
4,4,1,4,1,1,376,61,1
4,4,0,5,1,5,861,23,2
2,4,1,5,1,4,1589,44,3
1,1,0,1,1,2,187,59,2
2,2,1,2,0,2,895,12,1
4,4,1,3,0,1,1119,27,1
4,4,1,3,0,3,302,37,1
3,3,1,4,0,3,1089,45,3
4,4,1,5,0,2,620,21,1
4,4,0,1,1,5,733,42,2
1,4,1,5,1,3,315,47,3
3,4,0,4,1,4,853,50,1
4,4,1,4,1,5,966,52,3
3,4,1,4,1,4,3233,33,3
4,4,0,4,1,3,954,18,1
4,4,0,1,1,5,919,18,1
3,4,1,4,1,5,1999,56,3
3,4,0,5,1,4,438,56,1
4,4,1,4,0,5,589,24,1
3,4,1,2,1,3,361,72,3
2,2,0,2,1,3,507,41,1
5,5,1,4,1,3,2859,44,3
1,1,0,4,1,2,102,14,2
4,5,1,5,1,3,240,40,3
2,5,1,4,1,4,226,59,3
3,3,0,1,1,3,551,22,1
4,4,1,2,1,4,1246,29,2
3,4,1,3,0,1,1105,31,1
1,4,1,5,1,4,2938,50,3
0,1,1,1,0,4,522,22,3
3,3,1,1,0,3,1343,16,1
2,2,0,2,1,3,1211,7,1
1,3,1,5,1,3,1726,49,3
2,2,1,2,1,3,1046,36,1
4,2,1,2,1,5,1783,31,3
1,3,1,4,1,4,1635,55,3
2,4,1,5,1,4,460,44,3
5,4,1,5,1,2,1027,16,2
3,4,1,4,1,3,3259,57,3
5,5,1,2,0,5,1033,22,1
1,3,0,2,1,2,1437,66,1
3,3,0,4,1,3,187,32,1
1,1,0,5,1,2,731,46,2
5,3,1,5,1,3,1846,46,3
0,0,1,4,0,5,364,22,3
1,1,0,2,1,1,362,19,1
1,4,1,4,1,5,2139,29,3
4,4,0,5,1,4,371,64,1
1,3,1,3,1,3,2040,31,3
3,3,1,3,1,4,368,40,1
3,3,1,3,1,3,3528,43,3
3,3,0,5,1,4,735,51,1
4,4,1,5,1,3,3250,54,3
2,2,1,2,0,3,723,23,1
1,1,1,3,0,3,1205,15,1
1,1,1,1,1,4,771,25,3
2,5,1,4,1,3,391,34,3
4,5,0,3,1,5,787,63,1
2,2,1,4,0,3,280,50,3
1,1,1,1,1,1,526,35,2
5,5,1,2,0,4,414,27,3
2,2,0,1,1,1,594,32,2
4,4,0,3,1,4,859,57,1
5,4,1,4,1,5,1076,31,3
5,4,1,5,1,3,1591,64,3
4,4,0,4,1,5,1300,43,1
1,5,1,4,1,1,3795,63,3
5,5,0,1,1,3,141,14,1
4,4,0,2,1,2,666,20,1
2,3,0,4,1,3,862,19,1
3,3,0,1,1,4,1744,51,1
0,0,1,5,1,3,353,33,2
2,2,1,1,0,4,1144,29,1
1,1,1,1,0,5,228,72,3
3,4,1,4,1,3,3759,45,3
2,2,1,2,1,4,351,40,1
2,2,1,2,1,1,3646,30,3
2,2,1,2,0,3,646,37,1
3,0,0,4,1,2,209,15,1
3,3,1,4,0,3,2586,35,1
5,5,1,5,1,2,279,36,1
5,4,1,4,1,5,1747,42,3
4,4,1,5,1,4,3978,34,3
3,3,1,4,1,3,3700,36,3
4,4,1,3,0,3,1299,27,3
4,5,1,3,1,5,3483,51,3
5,5,1,5,1,1,867,29,1
2,2,1,2,1,2,612,56,3
3,3,1,3,1,2,3335,17,3
5,5,0,3,1,4,266,65,1
3,4,1,5,1,4,1559,49,3
2,3,1,2,1,3,2076,35,3
3,3,1,3,1,3,1900,32,3
2,2,0,4,1,4,376,36,1
0,0,1,1,1,4,2917,30,2
4,5,1,4,1,4,2454,42,3
3,3,0,1,1,2,2586,59,1
2,4,0,4,1,2,775,66,3
5,5,1,5,1,4,1779,49,3
2,2,1,2,1,2,534,25,2
2,2,1,3,0,5,1020,26,3
1,3,1,1,1,3,3175,48,3
5,5,1,5,1,5,862,39,3
3,3,1,4,0,3,377,25,3
3,5,1,2,1,3,2069,44,3
4,4,1,4,0,3,366,26,3
3,3,1,3,1,2,2045,14,3
2,4,1,3,1,3,2374,38,3
4,4,1,4,1,3,189,58,3
2,4,0,3,1,4,515,50,1
3,3,1,3,0,4,694,39,3
2,2,0,2,1,1,666,30,1
3,3,1,1,0,3,1069,22,1
2,2,0,2,1,4,283,26,1
0,4,1,4,1,4,2770,47,3
2,4,1,4,1,4,2800,45,3
2,3,1,2,1,1,1613,49,3
3,4,0,5,1,4,353,51,1
4,4,1,4,0,3,764,29,3
2,2,1,3,1,3,564,45,1
5,5,1,5,0,3,305,18,3
3,3,0,2,1,3,1346,26,1
5,4,1,3,1,3,356,52,3
2,2,0,1,1,5,1751,16,3
4,4,0,3,1,4,371,63,1
5,1,1,5,1,4,2340,59,3
2,3,1,5,1,5,1670,44,3
3,3,1,3,0,1,620,23,1
1,4,1,4,1,4,2033,31,3
1,1,1,5,0,3,158,37,3
1,1,0,5,1,2,1205,35,1
3,3,0,2,1,4,892,24,1
2,0,0,5,1,4,214,40,1
2,5,1,5,1,3,441,47,3
1,1,0,3,1,4,728,46,1
3,3,0,1,1,5,101,27,1
3,4,0,2,1,2,595,32,1
1,1,0,4,1,5,1431,53,1
1,2,1,4,0,3,931,28,3
5,5,0,5,1,5,912,59,1
2,2,0,2,1,3,605,45,1
4,5,1,5,1,4,1976,33,3
3,3,1,3,1,4,404,20,3
3,3,1,3,1,4,594,40,2
4,4,1,3,0,4,534,25,3
2,2,1,1,0,2,164,33,1
5,5,1,5,1,1,463,63,1
3,3,1,1,0,1,725,23,1
2,2,0,5,1,4,354,25,1
4,4,1,4,1,3,481,47,3
1,4,1,4,1,3,552,47,3
2,4,1,2,1,4,602,44,1
1,5,1,5,1,4,3759,42,3
1,1,1,3,0,1,1788,19,3
4,4,1,3,0,3,533,23,1
3,3,1,2,0,5,781,32,3
3,5,1,5,1,5,377,32,3
2,3,1,2,1,1,3486,62,3
1,5,1,4,1,3,102,63,3
2,2,1,2,1,3,3693,32,3
3,5,1,4,1,4,3764,44,3
2,3,1,4,1,4,2724,54,3
3,3,1,4,1,5,639,68,1
2,2,1,2,1,4,369,43,2
3,5,0,2,1,1,546,14,1
2,2,1,2,1,2,337,63,3
3,5,0,4,1,5,374,34,1
4,5,1,4,1,3,89,47,1
3,3,0,3,1,2,1488,66,1
2,2,0,5,1,3,189,39,1
4,4,1,3,1,4,163,58,2
2,5,1,3,1,3,2549,47,3
4,3,1,2,0,3,399,19,1
2,4,1,2,1,4,3097,42,3
4,4,1,4,1,5,457,39,1
4,4,0,3,1,4,86,37,1
1,5,1,4,1,4,2437,43,3
3,4,1,4,1,3,2342,51,3
2,2,1,2,0,3,304,45,3
